,Unnamed: 0,domestic total adj gross(2016),domestic lifetime adj gross(2016),budget,actors,director,writer,producer,composer,series,movie title,domestic total gross,domestic lifetime,release date,runtime (mins),rating,genre
634,635,78716300.0,,105000000,"['Neil Patrick Harris', 'Brendan Gleeson', 'Jayma Mays', 'Sofia Vergara', 'Hank Azaria', 'Katy Perry (Voice)', 'Christina Ricci (Voice)', 'George Lopez (Voice)', 'Anton Yelchin (Voice)']",Raja Gosnell,,Jordan Kerner,Heitor Pereira,The Smurfs,The Smurfs 2,71017784.0,,2013-07-31 00:00:00,105.0,PG,Family
635,636,29738600.0,,,,,,,,The Smurfs,The Smurfs and the Magic Flute,11234220.0,,1983-10-07 00:00:00,89.0,G,Animation
637,638,604517300.0,,139000000,"['Tobey Maguire', 'Willem Dafoe', 'Kirsten Dunst', 'James Franco', 'Elizabeth Banks*']",Sam Raimi,David Koepp,,Danny Elfman,Spider-Man,Spider-Man,403706375.0,,2002-05-03 00:00:00,121.0,PG-13,Action
638,639,523381100.0,,200000000,"['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Alfred Molina', 'J.K. Simmons', 'Elizabeth Banks*', 'Willem Dafoe* (Cameo)']",Sam Raimi,,,,Spider-Man,Spider-Man 2,373585825.0,,2004-06-30 00:00:00,127.0,PG-13,Action
639,640,425554300.0,,258000000,"['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Thomas Haden Church', 'Topher Grace', 'Bryce Dallas Howard', 'Elizabeth Banks*', 'Willem Dafoe* (Cameo)']",Sam Raimi,Alvin Sargent,,Christopher Young,Spider-Man,Spider-Man 3,336530303.0,,2007-05-04 00:00:00,140.0,PG-13,Action
640,641,292998100.0,,230000000,"['Andrew Garfield', 'Emma Stone', 'Rhys Ifans', 'Denis Leary', 'Martin Sheen', 'Sally Field', 'Irrfan Khan', 'Campbell Scott*', 'Embeth Davidtz*']",Marc Webb,,,James Horner,Spider-Man,The Amazing Spider-Man,262030663.0,,2012-07-03 00:00:00,136.0,PG-13,Action
641,642,211960900.0,,,"['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Dane DeHaan', 'Sally Field', 'Paul Giamatti', 'Chris Cooper', 'Felicity Jones*']",Marc Webb,,,Hans Zimmer,Spider-Man,The Amazing Spider-Man 2,202853933.0,,2014-05-02 00:00:00,142.0,PG-13,Action
646,647,173260700.0,,35000000,"['Antonio Banderas', 'Alexa Vega']",Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,,Spy Kids,Spy Kids,112719001.0,,2001-03-30 00:00:00,88.0,PG,Family
647,648,161241000.0,,38000000,"['Alexa Vega', 'Antonio Banderas', 'Sylvester Stallone', 'Elijah Wood* (Cameo)', 'Selena Gomez*']",Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,,Spy Kids,Spy Kids 3D: Game Over,111761982.0,,2003-07-25 00:00:00,85.0,PG,Family
648,649,128539900.0,,38000000,"['Antonio Banderas', 'Alexa Vega']",Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,John Debney,Spy Kids,Spy Kids 2: The Island of Lost Dreams,85846429.0,,2002-08-07 00:00:00,100.0,PG,Family
649,650,42227000.0,,27000000,"['Jessica Alba', 'Antonio Banderas', 'Ricky Gervais (Voice)', 'Joel McHale', 'Jeremy Piven', 'Daryl Sabara', 'Danny Trejo', 'Alexa Vega']",Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,,Spy Kids,Spy Kids: All the Time in the World,38538188.0,,2011-08-19 00:00:00,88.0,PG,Family
650,651,300567700.0,,150000000,"['Chris Pine', 'Zachary Quinto', 'Leonard Nimoy', 'Eric Bana', 'Bruce Greenwood', 'Karl Urban', 'Zoe Saldana', 'Simon Pegg', 'John Cho', 'Anton Yelchin', 'Chris Hemsworth*', 'Winona Ryder*', 'Tyler Perry* (Cameo)']",J.J. Abrams,,,Michael Giacchino,Star Trek,Star Trek,257730019.0,,2009-05-08 00:00:00,126.0,PG-13,Sci-Fi
651,652,237514800.0,,190000000,"['Leonard Nimoy*', 'Chris Pine', 'Zachary Quinto', 'Zoe Saldana', 'Karl Urban', 'Simon Pegg', 'John Cho', 'Anton Yelchin', 'Bruce Greenwood', 'Benedict Cumberbatch', 'Alice Eve', 'Peter Weller']",J.J. Abrams,,,Michael Giacchino,Star Trek,Star Trek Into Darkness,228778661.0,,2013-05-16 00:00:00,123.0,PG-13,Sci-Fi
652,653,251168700.0,,,,,,Ralph Winter (executive producer),,Star Trek,Star Trek IV: The Voyage Home,109713132.0,,1986-11-26 00:00:00,109.0,PG,Sci-Fi
653,654,180450000.0,,,"['Patrick Stewart', 'Adam Scott*']",,,,Jerry Goldsmith,Star Trek,Star Trek: First Contact,92027888.0,,1996-11-22 00:00:00,113.0,PG-13,Sci-Fi
654,655,285119000.0,,35000000,,,,,Jerry Goldsmith,Star Trek,Star Trek: The Motion Picture,82258456.0,,1979-12-07 00:00:00,132.0,G,Sci-Fi
655,656,233518000.0,,11200000,,,,,James Horner,Star Trek,Star Trek II: The Wrath of Khan,78912963.0,,1982-06-04 00:00:00,112.0,PG,Sci-Fi
656,657,198005400.0,,,,,,Ralph Winter (associate producer),James Horner,Star Trek,Star Trek III: The Search for Spock,76471046.0,,1984-06-01 00:00:00,105.0,PG,Sci-Fi
657,658,156994600.0,,35000000,"['Patrick Stewart', 'Thomas Dekker*']",,,,,Star Trek,Star Trek: Generations,75671125.0,,1994-11-18 00:00:00,117.0,PG,Sci-Fi
658,659,155692900.0,,,,,,Ralph Winter,Cliff Eidelman,Star Trek,Star Trek VI: The Undiscovered Country,74888996.0,,1991-12-06 00:00:00,113.0,PG,Sci-Fi
659,660,127878600.0,,58000000,,,,,Jerry Goldsmith,Star Trek,Star Trek: Insurrection,70187658.0,,1998-12-11 00:00:00,103.0,PG,Sci-Fi
660,661,114415000.0,,,,,,Ralph Winter (executive producer),Jerry Goldsmith,Star Trek,Star Trek V: The Final Frontier,52210049.0,,1989-06-09 00:00:00,107.0,PG,Sci-Fi
661,662,64034500.0,,60000000,"['Tom Hardy', 'Patrick Stewart']",,John Logan,,Jerry Goldsmith,Star Trek,Star Trek: Nemesis,43254409.0,,2002-12-13 00:00:00,116.0,PG-13,Sci-Fi
664,665,737984500.0,785715000.0,115000000,"['Anthony Daniels', 'Ian McDiarmid', 'Liam Neeson', 'Ewan McGregor', 'Natalie Portman', 'Samuel L. Jackson*', 'Keira Knightley*']",George Lucas,George Lucas,,John Williams,Star Wars,Star Wars: Episode I - The Phantom Menace,431088295.0,474544677.0,1999-05-19 00:00:00,133.0,PG,Sci-Fi
665,666,516123900.0,516123900.0,113000000,"['Anthony Daniels', 'Christopher Lee', 'Peter Mayhew*', 'Ian McDiarmid', 'Ewan McGregor', 'Hayden Christensen', 'Natalie Portman', 'Samuel L. Jackson']",George Lucas,George Lucas,,John Williams,Star Wars,Star Wars: Episode III - Revenge of the Sith,380270577.0,380270577.0,2005-05-19 00:00:00,146.0,PG-13,Sci-Fi
666,667,1241785900.0,1549640500.0,11000000,"['Kenny Baker', 'Peter Cushing*', 'Anthony Daniels', 'Alec Guinness', 'James Earl Jones* (Voice)', 'Peter Mayhew', 'Mark Hamill', 'Harrison Ford', 'Carrie Fisher']",George Lucas,George Lucas,George Lucas (Executive),John Williams,Star Wars,Star Wars,307263857.0,460998007.0,1977-05-25 00:00:00,121.0,PG,Sci-Fi
667,668,452506700.0,465175700.0,115000000,"['Anthony Daniels', 'Christopher Lee', 'Ian McDiarmid', 'Ewan McGregor', 'Hayden Christensen', 'Natalie Portman', 'Samuel L. Jackson*', 'Rose Byrne*']",George Lucas,George Lucas,,John Williams,Star Wars,Star Wars: Episode II - Attack of the Clones,302191252.0,310676740.0,2002-05-16 00:00:00,132.0,PG,Sci-Fi
668,669,704555400.0,818316900.0,32500000,"['Tony Cox*', 'Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams', 'Anthony Daniels', 'Peter Mayhew', 'Ian McDiarmid', 'Frank Oz* (Voice)', 'James Earl Jones* (Voice)', 'Alec Guinness*', 'Kenny Baker']",,,George Lucas (Executive),John Williams,Star Wars,Return of the Jedi,252583617.0,309306177.0,1983-05-25 00:00:00,134.0,PG,Sci-Fi
669,670,686101500.0,854171500.0,18000000,"['Kenny Baker', 'Anthony Daniels', 'Peter Mayhew', 'Billy Dee Williams', 'Mark Hamill', 'Harrison Ford', 'Carrie Fisher']",Irvin Kershner,,George Lucas (Executive),John Williams,Star Wars,The Empire Strikes Back,209398025.0,290475067.0,1980-05-21 00:00:00,129.0,PG,Sci-Fi
670,671,262057400.0,1549640500.0,,,,,,,Star Wars,Star Wars,138257865.0,460998007.0,1997-01-31 00:00:00,125.0,PG,Sci-Fi
671,672,128126400.0,854171500.0,,,,,,,Star Wars,The Empire Strikes Back,67597694.0,290475067.0,1997-02-21 00:00:00,129.0,PG,Sci-Fi
672,673,86185800.0,818316900.0,,,,,,,Star Wars,Return of the Jedi,45470437.0,309306177.0,1997-03-14 00:00:00,135.0,PG,Sci-Fi
673,674,47730500.0,785715000.0,,,,,,,Star Wars,Star Wars: Episode I - The Phantom Menace,43456382.0,474544677.0,2012-02-10 00:00:00,133.0,PG,Sci-Fi
674,675,42605200.0,,,,,George Lucas (story),,,Star Wars,Star Wars: The Clone Wars,35161554.0,,2008-08-15 00:00:00,98.0,PG,Animation
675,676,45797200.0,1549640500.0,,,,,,,Star Wars,Star Wars,15476285.0,460998007.0,1982-08-13 00:00:00,121.0,PG,Sci-Fi
676,677,39286800.0,854171500.0,,,,,,,Star Wars,The Empire Strikes Back,13276241.0,290475067.0,1982-11-19 00:00:00,124.0,PG,Sci-Fi
677,678,27575600.0,818316900.0,,,,,,,Star Wars,Return of the Jedi,11252123.0,309306177.0,1985-03-29 00:00:00,134.0,PG,Sci-Fi
678,679,12669000.0,465175700.0,,,,,,,Star Wars,Attack of the Clones: The IMAX Experience,8485488.0,310676740.0,2002-11-01 00:00:00,120.0,PG,IMAX
682,683,86771700.0,,12000000,"['Channing Tatum', 'Jenna Dewan-Tatum', 'Rachel Griffiths']",Anne Fletcher,Melissa Rosenberg,,Aaron Zigman,Step Up,Step Up,65328121.0,,2006-08-11 00:00:00,98.0,PG-13,Music
683,684,70300100.0,,,,Jon Chu,,Jennifer Gibgot,Aaron Zigman,Step Up,Step Up 2 the Streets,58017783.0,,2008-02-14 00:00:00,98.0,PG-13,Music
684,685,46400200.0,,30000000,,Jon Chu,,Jennifer Gibgot,,Step Up,Step Up 3-D,42400223.0,,2010-08-06 00:00:00,97.0,PG-13,Music
685,686,39219300.0,,33000000,"['Ryan Guzman', 'Kathryn McCormick']",Scott Speer,Jenny Mayer,Jennifer Gibgot,Aaron Zigman,Step Up,Step Up Revolution,35074677.0,,2012-07-27 00:00:00,100.0,PG-13,Music
686,687,16047100.0,,,,Trish Sie,John Swetnam,,,Step Up,Step Up All In,14904384.0,,2014-08-08 00:00:00,112.0,PG-13,Music
687,688,265756700.0,,270000000,"['Brandon Routh', 'Kate Bosworth', 'Kevin Spacey', 'James Marsden', 'Parker Posey', 'Frank Langella', 'Kal Penn']",Bryan Singer,,,,Superman,Superman Returns,200081192.0,,2006-06-28 00:00:00,154.0,PG-13,Action
688,689,499015700.0,,55000000,"['Marlon Brando', 'Christopher Reeve']",Richard Donner,Robert Benton,,John Williams,Superman,Superman,134218018.0,,1978-12-15 00:00:00,143.0,PG,Action
689,690,338566800.0,,54000000,,,,,,Superman,Superman II,108185706.0,,1981-06-19 00:00:00,128.0,PG,Action
690,691,165577900.0,,,,,,,,Superman,Superman III,59950623.0,,1983-06-17 00:00:00,125.0,PG,Action
691,692,34891300.0,,17000000,"['Jim Broadbent*', 'Christopher Reeve']",,,,,Superman,Superman IV: The Quest for Peace,15681020.0,,1987-07-24 00:00:00,90.0,PG,Action
692,693,175697600.0,,25000000,"['Liam Neeson', 'Maggie Grace', 'Famke Janssen', 'Katie Cassidy*']",Pierre Morel,,Luc Besson,,Taken,Taken,145000989.0,,2009-01-30 00:00:00,93.0,PG-13,Action
693,694,151164800.0,,45000000,"['Liam Neeson', 'Maggie Grace', 'Famke Janssen']",Olivier Megaton,,Luc Besson,,Taken,Taken 2,139854287.0,,2012-10-05 00:00:00,91.0,PG-13,Action
694,695,95608400.0,,48000000,"['Liam Neeson', 'Maggie Grace', 'Famke Janssen', 'Forest Whitaker', 'Dougray Scott']",Olivier Megaton,,Luc Besson,,Taken,Taken 3,89256424.0,,2015-01-09 00:00:00,109.0,PG-13,Action
695,696,205720200.0,,125000000,"['Megan Fox', 'Will Arnett', 'William Fichtner', 'Johnny Knoxville (Voice)', 'Whoopi Goldberg']",Jonathan Liebesman,,,Brian Tyler,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,191204754.0,,2014-08-08 00:00:00,101.0,PG-13,Action
696,697,278206500.0,,13500000,,,,Simon Fields,,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,135265915.0,,1990-03-30 00:00:00,93.0,PG,Family
697,698,162545000.0,,25000000,,,,,,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles II,78656813.0,,1991-03-22 00:00:00,88.0,PG,Family
698,699,68473400.0,,34000000,"['Chris Evans* (Voice)', 'Laurence Fishburne* (Narrator)', 'Sarah Michelle Gellar* (Voice)', 'Mako* (Voice)', 'Kevin Smith* (Voice)', 'Patrick Stewart* (Voice)', 'Zhang Ziyi* (Voice)']",Kevin Munroe,Kevin Munroe,,Klaus Badelt,Teenage Mutant Ninja Turtles,TMNT,54149098.0,,2007-03-23 00:00:00,90.0,PG,Animation
699,700,88835800.0,,21000000,,,,,,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles III,42273609.0,,1993-03-19 00:00:00,95.0,PG,Family
701,702,423310500.0,,102000000,"['Arnold Schwarzenegger', 'Edward Furlong', 'Linda Hamilton', 'Robert Patrick']",James Cameron,James Cameron,,,Terminator,Terminator 2: Judgment Day,204843345.0,,1991-07-03 00:00:00,137.0,R,Sci-Fi
702,703,216953400.0,,200000000,"['Arnold Schwarzenegger', 'Nick Stahl', 'Claire Danes', 'Kristanna Loken']",,,,Marco Beltrami,Terminator,Terminator 3: Rise of the Machines,150371112.0,,2003-07-02 00:00:00,109.0,R,Sci-Fi
703,704,146153600.0,,200000000,"['Christian Bale', 'Sam Worthington', 'Common', 'Helena Bonham Carter*', 'Arnold Schwarzenegger* (Cameo)']",McG,,,Danny Elfman,Terminator,Terminator Salvation,125322469.0,,2009-05-21 00:00:00,114.0,PG-13,Sci-Fi
704,705,94657000.0,,155000000,"['Arnold Schwarzenegger', 'Jason Clarke', 'Emilia Clarke', 'Jai Courtney', 'J.K. Simmons']",Alan Taylor,,,,Terminator,Terminator: Genisys,89760956.0,,2015-07-01 00:00:00,126.0,PG-13,Action
705,706,98748900.0,,6400000,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Michael Biehn', 'Lance Henriksen']",James Cameron,James Cameron,Gale Anne Hurd,,Terminator,The Terminator,38371200.0,,1984-10-26 00:00:00,107.0,R,Sci-Fi
708,709,116231200.0,,9500000,"['Jessica Biel', 'Mike Vogel']",Marcus Nispel,,,Steve Jablonsky,Texas Chainsaw Massacre,The Texas Chainsaw Massacre,80571655.0,,2003-10-17 00:00:00,90.0,R,Horror
709,710,52487700.0,,16000000,,Jonathan Liebesman,Sheldon Turner,,Steve Jablonsky,Texas Chainsaw Massacre,The Texas Chainsaw Massacre: The Beginning,39517763.0,,2006-10-06 00:00:00,84.0,R,Horror
710,711,37629100.0,,,"['Alexandra Daddario', 'Trey Songz', 'Tania Raymonde']",John Luessenhop,,,John Frizzell,Texas Chainsaw Massacre,Texas Chainsaw 3D,34341945.0,,2013-01-04 00:00:00,92.0,R,Horror
711,712,143568600.0,,,,,,,,Texas Chainsaw Massacre,The Texas Chainsaw Massacre,30859000.0,,1974-10-01 00:00:00,83.0,R,Horror
712,713,18820800.0,,4700000,,,,,,Texas Chainsaw Massacre,The Texas Chainsaw Massacre 2,8025872.0,,1986-08-22 00:00:00,89.0,R,Horror
713,714,11858200.0,,,,,,Michael De Luca (executive),,Texas Chainsaw Massacre,Leatherface: The Texas Chainsaw Massacre III,5765562.0,,1990-01-12 00:00:00,81.0,R,Horror
714,715,268400.0,357000.0,,,,,,,Texas Chainsaw Massacre,Texas Chainsaw Massacre: The Next Generation,141626.0,185898.0,1997-08-29 00:00:00,95.0,R,Horror
715,716,88500.0,357000.0,,"['Matthew McConaughey', 'Renee Zellweger']",,,,,Texas Chainsaw Massacre,Return of the Texas Chainsaw Massacre,44272.0,185898.0,1995-09-22 00:00:00,95.0,R,Horror
716,717,454156300.0,,200000000,"['Tom Hanks (Voice)', 'Michael Keaton (Voice)', 'Joan Cusack (Voice)', 'Tim Allen (Voice)', 'Don Rickles (Voice)', 'John Ratzenberger (Voice)', 'Whoopi Goldberg* (Voice)', 'Wallace Shawn (Voice)', 'Timothy Dalton (Voice)', 'Bonnie Hunt* (Voice)', 'Ned Beatty (Voice)', 'Jodi Benson* (Voice)', 'Richard Kind* (Voice)', 'Jeff Garlin* (Voice)', 'Lee Unkrich* (Voice)']",Lee Unkrich,,,Randy Newman,Toy Story,Toy Story 3,415004880.0,,2010-06-18 00:00:00,103.0,G,Animation
717,718,416177700.0,416177700.0,90000000,"['Tom Hanks (Voice)', 'Tim Allen (Voice)', 'Joan Cusack* (Voice)', 'Kelsey Grammer* (Voice)']",,,,Randy Newman (+ songs),Toy Story,Toy Story 2,245852179.0,245852179.0,1999-11-19 00:00:00,92.0,G,Animation
718,719,381654400.0,381654400.0,,"['Tim Allen (Voice)', 'Tom Hanks (Voice)']",John Lasseter,,,Randy Newman (+ songs),Toy Story,Toy Story,191796233.0,191796233.0,1995-11-22 00:00:00,81.0,G,Animation
719,720,37202100.0,,,"['Tim Allen', 'Tom Hanks']",,,,,Toy Story,Toy Story / Toy Story 2,30702446.0,,2009-10-02 00:00:00,169.0,G,Animation
721,722,468938100.0,,200000000,"['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel', 'Tyrese Gibson', 'John Turturro']",Michael Bay,,,Steve Jablonsky,Transformers,Transformers: Revenge of the Fallen,402111870.0,,2009-06-24 00:00:00,144.0,PG-13,Sci-Fi
722,723,385069700.0,,195000000,"['Shia LaBeouf', 'Rosie Huntington-Whiteley', 'Josh Duhamel', 'Tyrese Gibson', 'Frances McDormand', 'Patrick Dempsey', 'John Malkovich', 'Alan Tudyk', 'Ken Jeong', 'John Turturro', 'Hugo Weaving* (Voice)', 'Leonard Nimoy* (Voice)']",Michael Bay,Ehren Kruger,,Steve Jablonsky,Transformers,Transformers: Dark of the Moon,352390543.0,,2011-06-29 00:00:00,154.0,PG-13,Sci-Fi
723,724,403697900.0,,150000000,"['Shia LaBeouf', 'Tyrese Gibson', 'Josh Duhamel', 'Anthony Anderson', 'Megan Fox', 'Rachael Taylor', 'John Turturro', 'Jon Voight', 'Bernie Mac*']",Michael Bay,,,Steve Jablonsky,Transformers,Transformers,319246193.0,,2007-07-03 00:00:00,143.0,PG-13,Sci-Fi
724,725,264268000.0,,210000000,"['Mark Wahlberg', 'Nicola Peltz', 'Jack Reynor', 'TJ Miller', 'Stanley Tucci', 'Kelsey Grammer']",Michael Bay,Ehren Kruger,,Steve Jablonsky,Transformers,Transformers: Age of Extinction,245439076.0,,2014-06-27 00:00:00,165.0,PG-13,Sci-Fi
725,726,13717500.0,,,,,,,,Transformers,Transformers: The Movie,5849647.0,,1986-08-08 00:00:00,84.0,PG,Animation
729,730,58492000.0,,32000000,,Louis Leterrier,,Luc Besson,Alexandre Azaria,Transporter,Transporter 2,43095856.0,,2005-09-02 00:00:00,88.0,PG-13,Action
730,731,38429100.0,,,,Olivier Megaton,Robert Mark Kamen,Luc Besson,Alexandre Azaria,Transporter,Transporter 3,31715062.0,,2008-11-26 00:00:00,100.0,PG-13,Action
731,732,37877400.0,,21000000,,,,Luc Besson,,Transporter,The Transporter,25296447.0,,2002-10-11 00:00:00,92.0,PG-13,Action
732,733,16882500.0,,,,Camille Delamarre,,,,Transporter,The Transporter Refueled,16029670.0,,2015-09-04 00:00:00,96.0,PG-13,Action
733,734,328883800.0,,68000000,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Ashley Greene', 'Billy Burke', 'Peter Facinelli', 'Elizabeth Reaser', 'Nikki Reed', 'Kellan Lutz', 'Jackson Rathbone', 'Dakota Fanning', 'Cameron Bright*', 'Bryce Dallas Howard*', 'Catalina Sandino Moreno*', 'Anna Kendrick*', 'Sarah Clarke*', 'Xavier Samuel']",David Slade,Melissa Rosenberg,,Howard Shore,Twilight,The Twilight Saga: Eclipse,300531751.0,,2010-06-30 00:00:00,124.0,PG-13,Romance
734,735,338517700.0,,50000000,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Billy Burke', 'Ashley Greene', 'Peter Facinelli', 'Elizabeth Reaser', 'Jackson Rathbone', 'Kellan Lutz', 'Michael Sheen', 'Dakota Fanning*', 'Anna Kendrick*', 'Cam Gigandet*']",Chris Weitz,Melissa Rosenberg,,Alexandre Desplat,Twilight,The Twilight Saga: New Moon,296623634.0,,2009-11-20 00:00:00,130.0,PG-13,Romance
735,736,316058000.0,,120000000,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Billy Burke', 'Peter Facinelli', 'Ashley Greene', 'Dakota Fanning', 'Maggie Grace', 'Michael Sheen', 'Nikki Reed', 'Kellan Lutz', 'Jackson Rathbone']",Bill Condon,Melissa Rosenberg,,Carter Burwell,Twilight,The Twilight Saga: Breaking Dawn Part 2,292324737.0,,2012-11-16 00:00:00,116.0,PG-13,Romance
736,737,312442600.0,,110000000,"['Robert Pattinson', 'Kristen Stewart', 'Taylor Lautner', 'Ashley Greene', 'Billy Burke', 'Peter Facinelli', 'Elizabeth Reaser', 'Nikki Reed', 'Kellan Lutz', 'Jackson Rathbone', 'Maggie Grace*', 'Anna Kendrick*', 'Michael Sheen*']",Bill Condon,Melissa Rosenberg,,Carter Burwell,Twilight,The Twilight Saga: Breaking Dawn Part 1,281287133.0,,2011-11-18 00:00:00,108.0,PG-13,Romance
737,738,233579100.0,,37000000,"['Kristen Stewart', 'Robert Pattinson', 'Billy Burke', 'Peter Facinelli', 'Elizabeth Reaser', 'Cam Gigandet', 'Ashley Greene', 'Anna Kendrick*', 'Nikki Reed*', 'Taylor Lautner*', 'Kellan Lutz*', 'Jackson Rathbone*', 'Sarah Clarke*']",Catherine Hardwicke,Melissa Rosenberg,,Carter Burwell,Twilight,Twilight,192769854.0,,2008-11-21 00:00:00,120.0,PG-13,Romance
738,739,69245600.0,,70000000,"['Kate Beckinsale', 'Michael Ealy', 'Stephen Rea', 'Theo James']",,,,Paul Haslinger,Underworld,Underworld Awakening,62321039.0,,2012-01-20 00:00:00,88.0,R,Action
739,740,82774700.0,,,"['Kate Beckinsale', 'Scott Speedman', 'Michael Sheen*']",Len Wiseman,,,Marco Beltrami,Underworld,Underworld: Evolution,62318875.0,,2006-01-20 00:00:00,106.0,R,Action
740,741,74965900.0,,22000000,"['Kate Beckinsale', 'Scott Speedman', 'Michael Sheen', 'Bill Nighy']",Len Wiseman,,,Paul Haslinger,Underworld,Underworld,51970690.0,,2003-09-19 00:00:00,115.0,R,Action
741,742,55498600.0,,35000000,"['Rhona Mitra', 'Bill Nighy', 'Michael Sheen']",,,,Paul Haslinger,Underworld,Underworld: Rise of the Lycans,45802315.0,,2009-01-23 00:00:00,92.0,R,Action
743,744,76098600.0,,,"['Jean-Claude Van Damme', 'Dolph Lundgren']",Roland Emmerich,Dean Devlin,,Tim Simonec,Universal Soldier,Universal Soldier,36299898.0,,1992-07-10 00:00:00,102.0,R,Sci-Fi
744,745,18269800.0,,45000000,,,Dean Devlin,,,Universal Soldier,Universal Soldier: The Return,10667893.0,,1999-08-20 00:00:00,83.0,R,Sci-Fi
745,746,5900.0,,,"['Dolph Lundgren', 'Jean-Claude Van Damme']",,,,,Universal Soldier,Universal Soldier: Day of Reckoning,5460.0,,2012-11-30 00:00:00,114.0,R,Sci-Fi
746,747,108500.0,,,,,,,,V/H/S,V/H/S,100345.0,,2012-10-05 00:00:00,116.0,R,Horror
748,749,2900.0,,,,,,,,V/H/S,V/H/S: Viral,2756.0,,2014-11-21 00:00:00,81.0,R,Horror
749,750,153379900.0,,,"['Chevy Chase', 'Randy Quaid']",,John Hughes,John Hughes,,Vacation,Christmas Vacation,71319526.0,,1989-12-01 00:00:00,97.0,PG-13,Comedy
750,751,169579700.0,,,"['Chevy Chase', 'Randy Quaid']",Harold Ramis,John Hughes,,,Vacation,National Lampoon's Vacation,61399552.0,,1983-07-29 00:00:00,99.0,R,Comedy
751,752,62064300.0,,31000000,"['Keegan-Michael Key', 'Ed Helms', 'Leslie Mann', 'Christina Applegate', 'Chris Hemsworth', 'Chevy Chase']",,,,Mark Mothersbaugh,Vacation,Vacation,58884188.0,,2015-07-29 00:00:00,99.0,R,Comedy
752,753,120978100.0,,,,Amy Heckerling,John Hughes,,,Vacation,European Vacation,49364621.0,,1985-07-26 00:00:00,94.0,PG-13,Comedy
753,754,68994200.0,,,"['Chevy Chase', 'Randy Quaid']",Stephen Kessler,Elisa Bell,,,Vacation,Vegas Vacation,36400360.0,,1997-02-14 00:00:00,95.0,PG,Comedy
754,755,81393000.0,,,"['Dwayne Johnson', 'AnnaSophia Robb', 'Alexander Ludwig', 'Carla Gugino', 'Tom Everett Scott', 'Garry Marshall']",Andy Fickman,Mark Bomback,,Trevor Rabin,Witch Mountain,Race to Witch Mountain,67172594.0,,2009-03-13 00:00:00,99.0,PG,Family
755,756,84878100.0,,,"['Eddie Albert', 'Ray Milland', 'Donald Pleasence']",,,,,Witch Mountain,Escape to Witch Mountain,20000000.0,,1975-03-21 00:00:00,97.0,G,Family
756,757,60948300.0,,,"['Bette Davis', 'Christopher Lee']",,,,,Witch Mountain,Return from Witch Mountain,16393000.0,,1978-03-10 00:00:00,95.0,G,Family
757,758,4590800.0,,7500000,,,,,,The Work and the Glory,The Work and the Glory,3347647.0,,2004-11-24 00:00:00,118.0,PG,Period
758,759,2745100.0,,6500000,,,,,,The Work and the Glory,The Work and the Glory II: American Zion,2025032.0,,2005-10-21 00:00:00,100.0,PG-13,Period
759,760,1719400.0,,6500000,,,,,,The Work and the Glory,The Work and the Glory III: A House Divided,1325092.0,,2006-11-22 00:00:00,93.0,PG,Period
761,762,311290600.0,,210000000,"['Hugh Jackman', 'Halle Berry', 'Ian McKellen', 'Famke Janssen', 'Anna Paquin', 'Kelsey Grammer', 'Rebecca Romijn', 'James Marsden', 'Ben Foster*', 'Patrick Stewart', 'Ellen Page*']",Brett Ratner,,,John Powell,X-Men,X-Men: The Last Stand,234362462.0,,2006-05-26 00:00:00,104.0,PG-13,Action
762,763,244757100.0,,200000000,"['Hugh Jackman', 'James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Nicholas Hoult', 'Patrick Stewart', 'Ian McKellen', 'Ellen Page', 'Halle Berry', 'Shawn Ashmore', 'Peter Dinklage', 'Anna Paquin*', 'Famke Janssen*', 'James Marsden*']",Bryan Singer,Simon Kinberg,,John Ottman,X-Men,X-Men: Days of Future Past,233921534.0,,2014-05-23 00:00:00,131.0,PG-13,Action
763,764,310126400.0,,110000000,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen', 'Halle Berry', 'Famke Janssen', 'James Marsden', 'Anna Paquin', 'Rebecca Romijn', 'Brian Cox', 'Alan Cumming']",Bryan Singer,,,John Ottman,X-Men,X2: X-Men United,214949694.0,,2003-05-02 00:00:00,134.0,PG-13,Action
