,domestic total adj gross(2016),domestic lifetime adj gross(2016),budget,actors,director,writer,producer,composer,series,movie title,domestic total gross,domestic lifetime,release date,runtime (mins),rating,genre
129,,,,"['Amy Adams', 'Ben Affleck', 'Henry Cavill', 'Gal Gadot', 'Amber Heard', 'Ezra Miller', 'Jason Momoa', 'J.K. Simmons']",Zack Snyder,Chris Terrio,,,DC Extended Universe,The Justice League Part One,,,2017-11-17 00:00:00,,Not Yet Rated,Action / Adventure
132,,,,,,,,,DC Extended Universe,Untitled DC Film,,,2018-10-05 00:00:00,,Not Yet Rated,Action / Adventure
135,,,,,,,,,DC Extended Universe,Untitled DC Film,,,2019-11-01 00:00:00,,Unknown,Action / Adventure
128,,,,"['Ewen Bremner', 'Gal Gadot', 'Chris Pine']",Patty Jenkins,,,,DC Extended Universe,Wonder Woman,,,2017-06-02 00:00:00,,Not Yet Rated,Action / Adventure
140,283571800,,69000000,"['Steve Carell (Voice)', 'Jason Segel (Voice)', 'Russell Brand (Voice)', 'Kristen Wiig* (Voice)', 'Will Arnett* (Voice)', 'Jemaine Clement* (Voice)', 'Danny McBride* (Voice)', 'Julie Andrews* (Voice)', 'Jack McBrayer* (Voice)', 'Mindy Kaling* (Voice)']",,,,Heitor Pereira,Despicable Me,Despicable Me,251513985,,2010-07-09 00:00:00,95,PG,Animation
138,407978700,,76000000,"['Steve Carell (Voice)', 'Kristen Wiig (Voice)', 'Benjamin Bratt (Voice)', 'Russell Brand (Voice)', 'Ken Jeong (Voice)', 'Steve Coogan (Voice)']",,,,Heitor Pereira,Despicable Me,Despicable Me 2,368061265,,2013-07-03 00:00:00,98,PG,Animation
141,,,,"['Steve Carell (Voice)', 'Trey Parker (Voice)']",,,,,Despicable Me,Despicable Me 3,,,2017-06-30 00:00:00,,Not Yet Rated,Animation
139,354213900,,74000000,"['Sandra Bullock (Voice)', 'Jon Hamm (Voice)', 'Michael Keaton (Voice)', 'Allison Janney (Voice)', 'Steve Coogan (Voice)']",Pierre Coffin,Brian Lynch,,Heitor Pereira,Despicable Me,Minions,336045770,,2015-07-10 00:00:00,91,PG,Animation
144,344300,,,,,,,,Dhoom,Dhoom,,,2004-08-27 00:00:00,123,Unrated,Foreign
143,3506500,,,,,,,,Dhoom,Dhoom 2,2643586,,2006-11-23 00:00:00,152,Unrated,Foreign
142,8484700,,,,,,,,Dhoom,Dhoom 3,8031955,,2013-12-20 00:00:00,172,Unrated,Foreign / Action
145,70041700,,15000000,"['Zachary Gordon', 'Chloe Moretz', 'Steve Zahn', 'Rachael Harris', 'Devon Bostick']",Thor Freudenthal,,Nina Jacobson,Theodore Shapiro,Diary of a Wimpy Kid,Diary of a Wimpy Kid,64003625,,2010-03-19 00:00:00,120,PG,Comedy
147,54760300,,22000000,"['Zachary Gordon', 'Devon Bostick', 'Steve Zahn', 'Rachael Harris']",David Bowers,,Nina Jacobson,Ed Shearmur,Diary of a Wimpy Kid,Diary of a Wimpy Kid: Dog Days,49008662,,2012-08-03 00:00:00,94,PG,Comedy
146,57657000,,21000000,"['Zachary Gordon', 'Devon Bostick', 'Steve Zahn', 'Rachael Harris']",David Bowers,,Nina Jacobson,Ed Shearmur,Diary of a Wimpy Kid,Diary of a Wimpy Kid: Rodrick Rules,52698535,,2011-03-25 00:00:00,96,PG,Comedy
152,73795700,,92000000,"['Aldis Hodge', 'Bruce Willis', 'Jai Courtney', 'Sebastian Koch', 'Cole Hauser*', 'Mary Elizabeth Winstead*']",John Moore,Skip Woods,,Marco Beltrami,Die Hard,A Good Day to Die Hard,67349198,,2013-02-14 00:00:00,97,R,Action
151,175712200,,28000000,"['Alan Rickman', 'Bruce Willis']",John McTiernan,,,Michael Kamen,Die Hard,Die Hard,83008852,,1988-07-15 00:00:00,131,R,Action Thriller
149,241750900,,70000000,"['Bruce Willis', 'John Leguizamo*']",Renny Harlin,,,Michael Kamen,Die Hard,Die Hard 2: Die Harder,117540947,,1990-07-06 00:00:00,124,R,Action Thriller
150,200025000,,90000000,"['Jeremy Irons', 'Samuel L. Jackson', 'Bruce Willis']",John McTiernan,Jonathan Hensleigh,Michael Tadross,Michael Kamen,Die Hard,Die Hard: With A Vengeance,100012499,,1995-05-19 00:00:00,131,R,Action Thriller
148,170117100,,110000000,"['Bruce Willis', 'Timothy Olyphant', 'Justin Long', 'Maggie Q', 'Cliff Curtis', 'Mary Elizabeth Winstead', 'Kevin Smith']",Len Wiseman,Mark Bomback,,Marco Beltrami,Die Hard,Live Free or Die Hard,134529403,,2007-06-27 00:00:00,130,PG-13,Action
157,189691600,,,,,,,,Dirty Harry,Dirty Harry,35976000,,1971-12-22 00:00:00,102,R,Action
155,195469800,,,,,,,,Dirty Harry,Magnum Force,39768000,,1973-12-25 00:00:00,124,R,Action
153,181033600,,,,Clint Eastwood,,Clint Eastwood,,Dirty Harry,Sudden Impact,67642693,,1983-12-09 00:00:00,117,R,Action
156,80233300,,,"['Clint Eastwood', 'Liam Neeson', 'Jim Carrey*']",,,David Valdes,,Dirty Harry,The Dead Pool,37903295,,1988-07-15 00:00:00,92,R,Action Thriller
154,188851300,,,,,,,,Dirty Harry,The Enforcer,46236000,,1976-12-22 00:00:00,97,R,Action
158,161010100,,85000000,"['Shailene Woodley', 'Theo James', 'Jai Courtney', 'Ray Stevenson', 'Miles Teller', 'Maggie Q', 'Kate Winslet', 'Tony Goldwyn', 'Ashley Judd', 'Ansel Elgort']",Neil Burger,,,,Divergent,Divergent,150947895,,2014-03-21 00:00:00,143,PG-13,Action / Adventure
162,258543000,,17000000,,The Farrelly Bros.,,,,Dumb and Dumber,Dumb and Dumber,127175374,,1994-12-16 00:00:00,101,PG-13,Comedy
163,90408700,,40000000,"['Jim Carrey', 'Jeff Daniels', 'Rob Riggle', 'Laurie Holden', 'Kathleen Turner']",The Farrelly Bros.,,,,Dumb and Dumber,Dumb and Dumber To,86208010,,2014-11-14 00:00:00,110,PG-13,Comedy
164,37911300,,19000000,"['Eric Christian Olsen', 'Derek Richardson', 'Eugene Levy', 'Mimi Rogers', 'Luis Guzman', 'Cheri Oteri', 'Shia LaBeouf*']",,,Charles B. Wessler,,Dumb and Dumber,Dumb and Dumberer: When Harry Met Lloyd,26276465,,2003-06-13 00:00:00,96,PG-13,Comedy
166,50810900,,,,Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,,El Mariachi,Desperado,25405445,,1995-08-25 00:00:00,106,R,Action
167,4288900,,,,Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,,El Mariachi,El Mariachi,2040920,,1993-02-26 00:00:00,81,R,Action
165,81315100,,29000000,"['Antonio Banderas', 'Salma Hayek', 'Johnny Depp', 'Mickey Rourke', 'Eva Mendes', 'Willem Dafoe']",Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,,El Mariachi,Once Upon a Time in Mexico,56359780,,2003-09-12 00:00:00,97,R,Action
170,52309900,,,,John R. Cherry III,,,,Ernest,Ernest Goes to Camp,23509382,,1987-05-22 00:00:00,92,PG,Family Comedy
169,51479300,,,,John R. Cherry III,,,,Ernest,Ernest Goes to Jail,25029569,,1990-04-06 00:00:00,81,PG,Comedy
172,3047200,,,,,,,,Ernest,Ernest Rides Again,1450029,,1993-11-12 00:00:00,99,PG,Comedy
168,59781800,,,,,,,,Ernest,Ernest Saves Christmas,28202109,,1988-11-11 00:00:00,95,PG,Family Comedy
171,29227200,,,,,,,,Ernest,Ernest Scared Stupid,14143280,,1991-10-11 00:00:00,92,PG,Comedy
175,124100,,,,,,,,Evangelion,Evangelion 1.0 You Are,107797,,2009-07-03 00:00:00,98,PG-13,Animation
174,147900,,,,,,,,Evangelion,Evangelion 2.0: You Can,133640,,2011-01-21 00:00:00,109,Unrated,Foreign
173,191200,,,,,,,,Evangelion,Evangelion: 3.0 You Can,174945,,2014-01-10 00:00:00,106,Unrated,Animation
177,24172900,,,,Sam Raimi,,,Joseph LoDuca,Evil Dead,Army of Darkness,11502976,,1993-02-19 00:00:00,81,R,Horror Comedy
176,59431600,,17000000,"['Jane Levy', 'Shiloh Fernandez', 'Lou Taylor Pucci', 'Jessica Lucas', 'Elizabeth Blackmore']",Fede Alvarez,,,,Evil Dead,Evil Dead,54239856,,2013-04-05 00:00:00,91,R,Horror
178,13179200,,,,Sam Raimi,,,Joseph LoDuca,Evil Dead,Evil Dead 2,5923044,,1987-03-13 00:00:00,85,R,Horror Comedy
179,6628600,,,,Sam Raimi,,Sam Raimi (Executive),Joseph LoDuca,Evil Dead,The Evil Dead,2400000,,1983-01-01 00:00:00,85,Unrated,Horror Comedy
189,209961900,,100000000,"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans', 'Michael Chiklis', 'Julian McMahon']",Tim Story,Michael France,,John Ottman,Fantastic Four,Fantastic Four,154696080,,2005-07-08 00:00:00,123,PG-13,Action / Adventure
191,59160000,,120000000,"['Miles Teller', 'Michael B. Jordan', 'Jamie Bell', 'Kate Mara']",Josh Trank,Simon Kinberg,,Marco Beltrami,Fantastic Four,Fantastic Four,56117548,,2015-08-07 00:00:00,100,PG-13,Action / Adventure
190,166819600,,130000000,"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans', 'Michael Chiklis', 'Julian McMahon', 'Kerry Washington', 'Andre Braugher', 'Laurence Fishburne* (Voice)']",Tim Story,Don Payne,,John Ottman,Fantastic Four,Fantastic Four: Rise of the Silver Surfer,131921738,,2007-06-15 00:00:00,89,PG,Action / Adventure
203,,,,"['Kim Basinger', 'Luke Grimes', 'Max Martini', 'Dakota Johnson', 'Jamie Dornan']",James Foley,,,,Fifty Shades,Fifty Shades Darker,,,2017-02-10 00:00:00,,Not Yet Rated,Romance
204,,,,"['Dakota Johnson', 'Jamie Dornan']",James Foley,,,,Fifty Shades,Fifty Shades Freed,,,2018-02-09 00:00:00,,Not Yet Rated,Romance
202,177929100,,40000000,"['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle', 'Marcia Gay Harden']",Sam Taylor-Johnson,Kelly Marcel,,Danny Elfman,Fifty Shades,Fifty Shades of Grey,166167230,,2015-02-13 00:00:00,125,R,Romance
207,86081800,,23000000,"['Devon Sawa', 'Ali Larter']",James Wong,James Wong,Chris Bender* (associate),,Final Destination,Final Destination,53331147,,2000-03-17 00:00:00,98,R,Horror
208,67755000,,,,David R. Ellis,,,,Final Destination,Final Destination 2,46961214,,2003-01-31 00:00:00,100,R,Horror
206,71855400,,25000000,"['Mary Elizabeth Winstead', 'Amanda Crew*']",James Wong,James Wong,James Wong,,Final Destination,Final Destination 3,54098051,,2006-02-10 00:00:00,115,R,Horror
209,46666200,,40000000,"['David Koechner', 'Emma Bell', ""Nicholas D'Agosto"", 'Tony Todd']",Steven Quale,Eric Heisserer,,Brian Tyler,Final Destination,Final Destination 5,42587643,,2011-08-12 00:00:00,95,R,Horror
205,77452900,,40000000,,David R. Ellis,,,Brian Tyler,Final Destination,The Final Destination,66477700,,2009-08-28 00:00:00,82,R,Horror
212,161225400,,100000000,"['Ben Stiller', 'Robert DeNiro', 'Dustin Hoffman', 'Barbra Streisand', 'Teri Polo', 'Owen Wilson', 'Jessica Alba', 'Blythe Danner', 'Harvey Keitel', 'Kevin Hart*']",Paul Weitz,John Hamburg,,Stephen Trask,Fockers,Little Fockers,148438600,,2010-12-22 00:00:00,98,PG-13,Comedy
210,384305300,,80000000,"['Robert DeNiro', 'Ben Stiller', 'Dustin Hoffman', 'Barbra Streisand', 'Blythe Danner', 'Teri Polo', 'Owen Wilson* (Cameo)']",Jay Roach,,,Randy Newman,Fockers,Meet the Fockers,279261160,,2004-12-22 00:00:00,114,PG-13,Comedy
211,267895800,,55000000,"['Robert DeNiro', 'Ben Stiller', 'Blythe Danner', 'Teri Polo', 'Owen Wilson*']",Jay Roach,,Shauna Robertson* (co-producer),Randy Newman,Fockers,Meet the Parents,166244045,,2000-10-06 00:00:00,108,PG-13,Comedy
213,163279700,,,,,,,,Free Willy,Free Willy,77698625,,1993-07-16 00:00:00,112,PG,Family Adventure
214,60154200,,,,Dwight H. Little,Karen Janszen,,,Free Willy,Free Willy 2: The Adventure Home,30077111,,1995-07-21 00:00:00,98,PG,Family Adventure
215,6532700,,,,,,,Cliff Eidelman,Free Willy,Free Willy 3: The Rescue,3446539,,1997-08-08 00:00:00,86,PG,Family Adventure
218,54935100,,3500000,"['Tony Cox', 'Ice Cube', 'Chris Tucker', 'Nia Long', 'Bernie Mac*']",F. Gary Gray,Ice Cube,Ice Cube (executive),,Friday,Friday,27467564,,1995-04-28 00:00:00,91,R,Comedy
217,49723500,,,,,Ice Cube,,,Friday,Friday After Next,33253609,,2002-11-22 00:00:00,88,R,Comedy
216,92534100,,11000000,,Steve Carr,Ice Cube,Ice Cube,Terence Blanchard,Friday,Next Friday,57328603,,2000-01-12 00:00:00,98,R,Comedy
219,119206800,,30000000,,Ronny Yu,,,Graeme Revell,Friday the 13th,Freddy Vs. Jason,82622655,,2003-08-15 00:00:00,98,R,Horror Comedy
220,78762900,,19000000,,Marcus Nispel,,,Steve Jablonsky,Friday the 13th,Friday the 13th,65002019,,2009-02-13 00:00:00,95,R,Horror
221,128574400,,,,,,,,Friday the 13th,Friday the 13th,39754601,,1980-05-09 00:00:00,95,R,Horror
231,,,,,,,,,Friday the 13th,Friday the 13th,,,2017-01-13 00:00:00,,Not Yet Rated,Horror
224,53745000,,,,Danny Steinmann,,,,Friday the 13th,Friday the 13th - Part V,21930418,,1985-03-22 00:00:00,92,R,Horror
225,67981300,,,,,,,,Friday the 13th,Friday the 13th Part 2,21722776,,1981-04-30 00:00:00,86,R,Horror
232,,,,,,,,,Friday the 13th,Friday the 13th Part 2 in 3D  - Box Office Mojo,,,TBD,,Not Yet Rated,Horror
222,102333100,108156700,,,,,,,Friday the 13th,Friday the 13th Part III,34581519,36690067,1982-08-13 00:00:00,88,R,Horror
226,45662200,,,,,,,,Friday the 13th,Friday the 13th Part VI,19472057,,1986-08-01 00:00:00,90,R,Horror
227,40578800,,,,,,,,Friday the 13th,Friday the 13th Part VII,19170001,,1988-05-13 00:00:00,90,R,Horror
229,31433900,,,,,,,,Friday the 13th,Friday the 13th Part VIII,14343976,,1989-07-28 00:00:00,90,R,Horror
223,85396900,,,,,,,,Friday the 13th,Friday the 13th: Final Chapter,32980880,,1984-04-13 00:00:00,90,R,Horror
228,33486700,,,,,,,,Friday the 13th,Jason Goes to Hell: The Final Friday,15935068,,1993-08-13 00:00:00,88,R,Horror
230,19648500,,11000000,,,Todd Farmer,,,Friday the 13th,Jason X,13121555,,2002-04-26 00:00:00,93,R,Sci-Fi Horror
233,61077000,,,,,,,,Fright Night,Fright Night,24922237,,1985-08-02 00:00:00,106,R,Horror Comedy
234,20058100,,30000000,"['Anton Yelchin', 'Colin Farrell', 'Christopher Mintz-Plasse', 'David Tennant', 'Imogen Poots', 'Toni Collette']",Craig Gillespie,Marti Noxon,Michael De Luca,Ramin Djawadi,Fright Night,Fright Night,18302607,,2011-08-19 00:00:00,106,R,Horror
235,6538800,,,,,,,,Fright Night,Fright Night II,2983784,,1989-05-19 00:00:00,108,R,Unknown
240,209738000,,160000000,"['Aaron Johnson', 'Ken Watanabe', 'Elizabeth Olsen', 'Juliette Binoche', 'Sally Hawkins', 'David Strathairn', 'Bryan Cranston']",Gareth Edwards,Max Borenstein,,Alexandre Desplat,Godzilla,Godzilla,200676069,,2014-05-16 00:00:00,123,PG-13,Sci-Fi Action
241,252864500,,130000000,,Roland Emmerich,,Dean Devlin,David Arnold,Godzilla,Godzilla,136314294,,1998-05-20 00:00:00,140,PG-13,Sci-Fi Action
244,577900,,,,,,,,Godzilla,Godzilla,412520,,2004-05-07 00:00:00,98,Unrated,Foreign
243,10088100,,,,,,,Christopher Young,Godzilla,Godzilla 1985,4116395,,1985-08-23 00:00:00,87,PG,Unknown
245,,,,,,,,,Godzilla,Godzilla 2,,,2018-06-08 00:00:00,,Not Yet Rated,Sci-Fi Action
242,16201300,,13000000,,,,,,Godzilla,Godzilla 2000,10037390,,2000-08-18 00:00:00,99,PG,Sci-Fi Horror
247,,,,,,,,,Godzilla and Kong Universe,Godzilla vs. Kong,,,2020-04-19 00:00:00,,Unknown,Fantasy
246,,,,,Jordan Vogt-Roberts,,,,Godzilla and Kong Universe,Kong: Skull Island,,,2017-03-10 00:00:00,,Not Yet Rated,Action / Adventure
248,73687000,,,,Rob Zombie,,,Tyler Bates,Halloween,Halloween,58272029,,2007-08-31 00:00:00,109,R,Horror
250,174743600,,325000,,John Carpenter,,,,Halloween,Halloween,47000000,,1978-10-25 00:00:00,91,R,Horror
258,,,,,,,,,Halloween,Halloween 3D  - Box Office Mojo,,,TBD,,Not Yet Rated,Horror
254,37612700,,5000000,,,,,,Halloween,Halloween 4: The Return of Michael Myers,17768757,,1988-10-21 00:00:00,88,R,Horror
257,25513200,,5000000,,,,,,Halloween,Halloween 5,11642254,,1989-10-13 00:00:00,96,R,Unknown
251,38904800,,15000000,,Rob Zombie,Rob Zombie,,Tyler Bates,Halloween,Halloween II,33392973,,2009-08-28 00:00:00,101,R,Horror
253,79908000,,,"['Jamie Lee Curtis', 'Donald Cyphers', 'Donald Pleasence']",,,,,Halloween,Halloween II,25533818,,1981-10-30 00:00:00,93,R,Horror
256,42612200,,,,Tommy Lee Wallace,,,,Halloween,Halloween III: Season of the Witch,14400000,,1982-10-22 00:00:00,99,R,Horror
249,102103000,,17000000,"['Jamie Lee Curtis', 'Josh Hartnett', 'Michelle Williams', 'Joseph Gordon-Levitt']",,Matt Greenberg,,,Halloween,Halloween: H20,55041738,,1998-08-07 00:00:00,86,R,Horror
252,45453300,,13000000,,,Sean Hood,,,Halloween,Halloween: Resurrection,30354442,,2002-07-12 00:00:00,94,R,Horror
255,30233300,,,,,,,,Halloween,Halloween: The Curse of Michael Myers,15116634,,1995-09-29 00:00:00,88,R,Horror
262,253763700,,87000000,"['Anthony Hopkins', 'Julianne Moore', 'Gary Oldman']",Ridley Scott,,Ridley Scott,,Hannibal Lecter,Hannibal,165092268,,2001-02-09 00:00:00,131,R,Thriller
265,34990900,,,"['Rhys Ifans', 'Gong Li']",,,,Ilan Eshkeri,Hannibal Lecter,Hannibal Rising,27670986,,2007-02-09 00:00:00,117,R,Thriller
266,20216200,,,"['Joan Allen', 'Brian Cox']",Michael Mann,Michael Mann,,,Hannibal Lecter,Manhunter,8620929,,1986-08-15 00:00:00,124,R,Unknown
264,139484400,,78000000,"['Anthony Hopkins', 'Edward Norton', 'Ralph Fiennes', 'Harvey Keitel', 'Emily Watson', 'Mary-Louise Parker', 'Philip Seymour Hoffman']",Brett Ratner,,,Danny Elfman,Hannibal Lecter,Red Dragon,93149898,,2002-10-04 00:00:00,126,R,Thriller
263,270181300,,19000000,"['Jodie Foster', 'Anthony Hopkins']",Jonathan Demme,,Gary Goetzman (executive),Howard Shore,Hannibal Lecter,The Silence of the Lambs,130742922,,1991-02-14 00:00:00,118,R,Thriller
268,38953300,,19000000,"['Kal Penn', 'John Cho', 'Danny Trejo', 'Elias Koteas', 'Eddie Kay Thomas', 'David Krumholtz', 'Patton Oswalt', 'Neil Patrick Harris']",Todd Strauss-Schulson,,Greg Shapiro,William Ross,Harold and Kumar,A Very Harold & Kumar 3D Christmas,35061031,,2011-11-04 00:00:00,89,R,Comedy
267,46176300,,12000000,"['John Cho', 'Kal Penn', 'Rob Corddry', 'Roger Bart', 'Neil Patrick Harris', 'Ed Helms*']",,,Greg Shapiro,,Harold and Kumar,Harold and Kumar Escape from Guantanamo Bay,38108728,,2008-04-25 00:00:00,102,R,Comedy
269,25568400,,9000000,"['John Cho', 'Kal Penn', 'Neil Patrick Harris', 'Ryan Reynolds* (Cameo)']",,,,David Kitay,Harold and Kumar,Harold and Kumar Go to White Castle,18250550,,2004-07-30 00:00:00,88,R,Comedy
276,390768100,,100000000,"['Warwick Davis', 'Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Robbie Coltrane', 'Kenneth Branagh', 'Alan Rickman*']",Chris Columbus,Steve Kloves,,,Harry Potter,Harry Potter and the Chamber of Secrets,261988482,,2002-11-15 00:00:00,161,PG,Fantasy
273,321805900,,,"['Warwick Davis', 'Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Helena Bonham Carter', 'Ralph Fiennes', 'Alan Rickman*', 'Michael Gambon*', 'Bill Nighy*', 'Richard Griffiths*', 'Brendan Gleeson*', 'David Thewlis*', 'Robbie Coltrane*', 'Miranda Richardson*', 'Maggie Smith*', 'John Hurt*', 'Ciaran Hinds*', 'Julie Walters*', 'Imelda Staunton*', 'Jason Isaacs*', 'Rhys Ifans*']",David Yates,Steve Kloves,,Alexandre Desplat,Harry Potter,Harry Potter and the Deathly Hallows Part 1,295983305,,2010-11-19 00:00:00,150,PG-13,Fantasy
270,417512200,,,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Helena Bonham Carter', 'Ralph Fiennes', 'Tom Felton*', 'Robbie Coltrane*', 'Michael Gambon*', 'Jason Isaacs*', 'Alan Rickman', 'David Thewlis*', 'Julie Walters*', 'Bonnie Wright*', 'Gary Oldman*', 'Emma Thompson*', 'Maggie Smith*', 'John Hurt*', 'Kelly Macdonald*', 'Ciaran Hinds*', 'Warwick Davis*', 'Miranda Richardson*', 'Timothy Spall*', 'Jim Broadbent*']",David Yates,Steve Kloves,David Heyman,Alexandre Desplat,Harry Potter,Harry Potter and the Deathly Hallows Part 2,381011219,,2011-07-15 00:00:00,130,PG-13,Fantasy
275,393024800,,150000000,"['Warwick Davis', 'Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Ralph Fiennes', 'Brendan Gleeson', 'Robert Pattinson', 'Gary Oldman*', 'Alan Rickman*']",Mike Newell,Steve Kloves,David Heyman,,Harry Potter,Harry Potter and the Goblet of Fire,290013036,,2005-11-18 00:00:00,153,PG-13,Fantasy
272,352098800,,250000000,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Jim Broadbent', 'Helena Bonham Carter', 'Robbie Coltrane*', 'Warwick Davis*', 'Michael Gambon', 'Alan Rickman', 'Maggie Smith*', 'Timothy Spall*', 'David Thewlis*', 'Julie Walters*']",David Yates,Steve Kloves,David Heyman,,Harry Potter,Harry Potter and the Half-Blood Prince,301959197,,2009-07-15 00:00:00,153,PG,Fantasy
274,369250200,,150000000,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Helena Bonham Carter*', 'Robbie Coltrane*', 'Warwick Davis*', 'Ralph Fiennes', 'Michael Gambon', 'Brendan Gleeson*', 'Richard Griffiths*', 'Jason Isaacs*', 'Gary Oldman', 'Alan Rickman*', 'Fiona Shaw*', 'Maggie Smith*', 'Imelda Staunton', 'David Thewlis*', 'Emma Thompson*', 'Julie Walters*', 'Robert Pattinson*']",David Yates,Michael Goldenberg,David Heyman,,Harry Potter,Harry Potter and the Order of the Phoenix,292004738,,2007-07-11 00:00:00,139,PG-13,Fantasy
277,349598600,,130000000,"['Warwick Davis', 'Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Alan Rickman*', 'Gary Oldman', 'Emma Thompson*']",Alfonso Cuaron,Steve Kloves,,John Williams,Harry Potter,Harry Potter and the Prisoner of Azkaban,249541069,,2004-06-04 00:00:00,142,PG,Fantasy
271,486442900,,125000000,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Robbie Coltrane', 'Alan Rickman*']",Chris Columbus,Steve Kloves,,John Williams,Harry Potter,Harry Potter and the Sorcerer's Stone,317575550,,2001-11-16 00:00:00,153,PG,Fantasy
282,,,,,,,,,Hellraiser,Clive Barker Presents: Hellraiser,,,2009-04-19 00:00:00,,Not Yet Rated,Horror
280,26134600,,,,,,,Christopher Young,Hellraiser,Hellbound: Hellraiser II,12090735,,1988-12-23 00:00:00,96,R,Horror
278,32405900,,,,,,,Christopher Young,Hellraiser,Hellraiser,14564027,,1987-09-18 00:00:00,93,R,Horror
281,18378000,,,,,,,,Hellraiser,Hellraiser 4: Bloodline,9336886,,1996-03-08 00:00:00,85,R,Horror
279,26278100,,,,,,,,Hellraiser,Hellraiser III: Hell on Earth,12534961,,1992-09-11 00:00:00,93,R,Horror
287,54981400,58110900,,,Vincent McEveety,,,,Herbie the Love Bug,Herbie Goes Bananas,17000000,18000000,1980-06-25 00:00:00,102,G,Family Comedy
286,109237700,112367200,,,,,,,Herbie the Love Bug,Herbie Goes to Monte Carlo,28000000,29000000,1977-06-24 00:00:00,100,G,Family Comedy
285,177856800,177856800,,,,,,,Herbie the Love Bug,Herbie Rides Again,38229000,38229000,1974-06-06 00:00:00,88,G,Family
283,89611100,,50000000,"['Lindsay Lohan', 'Michael Keaton', 'Matt Dillon', 'Breckin Meyer', 'Justin Long']",,,Robert Simonds,Mark Mothersbaugh,Herbie the Love Bug,Herbie: Fully Loaded,66023816,,2005-06-22 00:00:00,92,G,Family Comedy
284,314082200,,,,,,,,Herbie the Love Bug,The Love Bug,51264000,,1969-03-13 00:00:00,107,G,Family Adventure
294,13835600,,,,,,,Michael Kamen,Highlander,Highlander,5900000,,1986-03-07 00:00:00,111,R,Action Fantasy
291,32147300,,,"['Sean Connery', 'Virginia Madsen']",,,,,Highlander,Highlander 2: The Quickening,15556340,,1991-11-01 00:00:00,109,R,Action Fantasy
293,24606200,,,,,,,,Highlander,Highlander 3: The Final Dimension,,,1995-01-27 00:00:00,99,PG-13,Action Fantasy
292,20679600,,25000000,,,,,Nick Glennie-Smith,Highlander,Highlander: Endgame,12811858,,2000-09-01 00:00:00,88,R,Action Fantasy
298,589287500,,18000000,,Chris Columbus,John Hughes,John Hughes,John Williams,Home Alone,Home Alone,285761243,,1990-11-16 00:00:00,105,PG,Family Comedy
299,364091400,,,"['Macaulay Culkin', 'Joe Pesci', ""Catherine O'Hara"", 'Rob Schneider*']",Chris Columbus,John Hughes,,John Williams,Home Alone,Home Alone 2: Lost in New York,173585516,,1992-11-20 00:00:00,120,PG,Family Comedy
300,57777200,,32000000,,Raja Gosnell,John Hughes,John Hughes,Nick Glennie-Smith,Home Alone,Home Alone 3,30882515,,1997-12-12 00:00:00,102,PG,Family Comedy
302,160343500,,85000000,"['Adam Sandler (Voice)', 'Andy Samberg (Voice)', 'Selena Gomez (Voice)', 'Kevin James (Voice)', 'Fran Drescher (Voice)', 'Steve Buscemi (Voice)', 'Molly Shannon* (Voice)', 'David Spade* (Voice)', 'Jon Lovitz* (Voice)']",Genndy Tartakovsky,,,Mark Mothersbaugh,Hotel Transylvania,Hotel Transylvania,148313048,,2012-09-28 00:00:00,91,PG,Animation
301,169700100,,80000000,"['Mel Brooks (Voice)', 'Steve Buscemi (Voice)', 'Fran Drescher (Voice)', 'Selena Gomez (Voice)', 'Kevin James (Voice)', 'Chris Kattan (Voice)', 'Keegan-Michael Key (Voice)', 'Jon Lovitz (Voice)', 'Megan Mullally (Voice)', 'Nick Offerman (Voice)', 'Rob Riggle (Voice)', 'Andy Samberg (Voice)', 'Adam Sandler (Voice)', 'Molly Shannon (Voice)', 'Robert Smigel (Voice)', 'David Spade (Voice)', 'Nick Swardson (Voice)']",Genndy Tartakovsky,,,Mark Mothersbaugh,Hotel Transylvania,Hotel Transylvania 2,169700110,,2015-09-25 00:00:00,89,PG,Animation
303,,,,,,,,,Hotel Transylvania,Hotel Transylvania 3,,,2018-09-21 00:00:00,,Unknown,Animation
304,54268300,,,,,,,Marcus Miller,House Party,House Party,26385627,,1990-03-09 00:00:00,100,R,Comedy
305,40170100,,5000000,"['Queen Latifah*', 'Martin Lawrence']",,,,,House Party,House Party 2,19438638,,1991-10-25 00:00:00,94,R,Comedy
306,40130800,,,"['Bernie Mac', 'Chris Tucker*']",Eric Meza,,,,House Party,House Party 3,19281235,,1994-01-14 00:00:00,93,R,Comedy
